Environmental Brain Cube Suitability Log

=== RUN1 START ===
runLabel,millis,elapsedSec,lightMin,lightMax,lightState,bmeTempMin,bmeTempMax,bmeHumMin,bmeHumMax,bmePresMin,bmePresMax,dsTempMin,dsTempMax,battMin,battMax,solarMin,solarMax,axMin,axMax,ayMin,ayMax,azMin,azMax,gxMin,gxMax,gyMin,gyMax,gzMin,gzMax,tempWarn,humWarn,presWarn
RUN3,143395,134.80,4022,4075,BRIGHT,22.92,22.93,44.45,44.48,1008.10,1008.11,20.56,20.56,5.63,5.86,4.89,4.91,0.254,0.369,-0.756,-0.630,8.890,9.039,0.70,1.05,0.86,1.21,-1.73,-1.49,0,0,0
RUN3,145427,136.83,4041,4075,BRIGHT,22.93,22.93,44.40,44.47,1008.10,1008.10,20.56,20.56,5.63,5.86,4.90,4.92,0.254,0.364,-0.788,-0.670,8.845,9.029,0.68,1.07,0.85,1.19,-1.74,-1.45,0,0,0
RUN3,147435,138.84,4042,4079,BRIGHT,22.93,22.93,44.43,44.50,1008.09,1008.12,20.56,20.56,5.63,5.86,4.89,4.92,0.266,0.371,-0.783,-0.670,8.862,9.013,0.59,0.98,0.87,1.24,-1.79,-1.47,0,0,0
RUN3,149465,140.87,4026,4079,BRIGHT,22.93,22.93,44.52,44.56,1008.10,1008.12,20.56,20.56,5.64,5.86,4.88,4.93,0.275,0.342,-0.768,-0.665,8.871,9.082,0.67,1.00,0.96,1.32,-1.79,-1.52,0,0,0
RUN3,151497,142.90,4010,4071,BRIGHT,22.93,22.93,44.53,44.56,1008.10,1008.14,20.56,20.56,5.64,5.86,4.88,4.93,0.235,0.376,-0.780,-0.682,8.847,9.108,0.62,1.05,0.85,1.17,-1.82,-1.45,0,0,0
RUN3,153528,144.93,4039,4073,BRIGHT,22.93,22.93,44.48,44.56,1008.09,1008.12,20.56,20.56,5.64,5.86,4.89,4.92,0.213,0.383,-0.802,-0.658,8.883,9.039,0.74,1.03,0.78,1.31,-1.82,-1.36,0,0,0
RUN3,155559,146.96,4015,4077,BRIGHT,22.93,22.94,44.45,44.47,1008.11,1008.14,20.56,20.56,5.63,5.86,4.89,4.93,0.242,0.361,-0.814,-0.656,8.883,9.068,0.68,1.03,0.81,1.20,-1.77,-1.31,0,0,0
RUN3,157590,148.99,4039,4071,BRIGHT,22.93,22.94,44.40,44.45,1008.11,1008.13,20.56,20.56,5.64,5.86,4.90,4.92,0.259,0.373,-0.792,-0.670,8.898,8.993,0.55,1.07,0.81,1.28,-1.79,-1.44,0,0,0
RUN3,159595,151.00,4006,4079,BRIGHT,22.93,22.93,44.38,44.46,1008.12,1008.13,20.50,20.56,5.63,5.86,4.89,4.94,0.256,0.359,-0.776,-0.654,8.902,9.092,0.73,1.01,0.88,1.22,-1.80,-1.49,0,0,0
RUN3,161627,153.03,4027,4074,BRIGHT,22.92,22.93,44.45,44.47,1008.12,1008.15,20.56,20.56,5.63,5.86,4.91,4.93,0.247,0.352,-0.761,-0.677,8.862,9.051,0.60,1.04,0.93,1.37,-1.76,-1.42,0,0,0
RUN3,163659,155.06,4039,4078,BRIGHT,22.92,22.93,44.45,44.47,1008.10,1008.12,20.50,20.56,5.63,5.85,4.91,4.93,0.223,0.371,-0.771,-0.663,8.895,9.037,0.63,1.02,0.82,1.25,-1.82,-1.40,0,0,0
RUN3,165666,157.07,4053,4070,BRIGHT,22.92,22.92,44.46,44.48,1008.09,1008.13,20.56,20.56,5.63,5.85,4.91,4.93,0.249,0.421,-0.790,-0.677,8.881,9.060,0.63,1.00,0.88,1.31,-1.77,-1.44,0,0,0
RUN3,167671,159.07,4039,4075,BRIGHT,22.91,22.91,44.51,44.55,1008.08,1008.11,20.50,20.56,5.63,5.85,4.90,4.93,0.249,0.388,-0.800,-0.665,8.871,9.115,0.62,1.10,0.85,1.35,-1.81,-1.47,0,0,0
RUN3,169674,161.07,4037,4065,BRIGHT,22.91,22.91,44.57,44.72,1008.10,1008.12,20.50,20.56,5.63,5.85,4.92,4.93,0.232,0.409,-0.759,-0.646,8.881,9.063,0.75,1.12,0.90,1.29,-1.78,-1.44,0,0,0
RUN3,171704,163.10,2934,4077,DARK,22.90,22.91,44.62,44.67,1008.10,1008.13,20.56,20.56,5.63,5.85,4.72,4.95,0.273,0.359,-0.776,-0.675,8.845,9.070,0.69,0.95,0.78,1.18,-1.73,-1.40,0,0,0
RUN3,173736,165.14,2917,3159,NORMAL,22.90,22.90,44.68,44.85,1008.10,1008.13,20.50,20.56,5.63,5.85,4.66,4.80,-0.105,0.330,-0.835,-0.661,8.840,9.115,-0.10,1.35,-0.01,1.78,-1.77,-1.46,0,0,0
RUN3,175740,167.14,3009,3888,BRIGHT,22.90,22.90,45.00,45.26,1008.10,1008.12,20.50,20.50,5.62,5.85,4.67,4.94,0.280,0.491,-0.797,-0.618,8.871,9.032,0.19,1.13,0.56,1.30,-1.69,-1.39,0,0,0
RUN3,177771,169.17,3957,4015,BRIGHT,22.88,22.89,45.32,45.45,1008.12,1008.14,20.50,20.56,5.63,5.85,4.85,4.90,0.237,0.388,-0.821,-0.618,8.826,9.060,0.49,1.16,0.79,1.29,-1.79,-1.27,0,0,0
RUN3,179802,171.20,3948,4003,BRIGHT,22.87,22.88,45.51,45.80,1008.10,1008.15,20.50,20.56,5.63,5.85,4.85,4.88,0.268,0.366,-0.759,-0.651,8.859,9.048,0.71,1.14,0.86,1.25,-1.79,-1.50,0,0,0
RUN3,181808,173.21,3984,4002,BRIGHT,22.87,22.87,45.90,46.13,1008.13,1008.16,20.50,20.56,5.62,5.85,4.86,4.88,0.237,0.349,-0.773,-0.661,8.847,9.056,0.53,0.98,0.78,1.25,-1.78,-1.40,0,0,0
RUN3,183840,175.24,3962,4005,BRIGHT,22.86,22.87,46.09,46.13,1008.14,1008.15,20.50,20.56,5.62,5.85,4.86,4.92,0.244,0.378,-0.754,-0.656,8.807,9.087,0.69,1.08,0.87,1.24,-1.73,-1.44,0,0,0
RUN3,185872,177.27,3935,3999,BRIGHT,22.85,22.86,46.16,46.23,1008.12,1008.17,20.50,20.56,5.62,5.85,4.84,4.89,0.244,0.383,-0.764,-0.677,8.895,9.029,0.71,1.02,0.69,1.29,-1.88,-1.44,0,0,0
RUN3,187882,179.28,3982,4002,BRIGHT,22.85,22.85,46.26,46.35,1008.14,1008.16,20.50,20.50,5.61,5.85,4.85,4.90,0.242,0.361,-0.788,-0.639,8.881,9.104,0.63,1.11,0.85,1.32,-1.77,-1.41,0,0,0
RUN3,189912,181.31,3970,4004,BRIGHT,22.84,22.85,46.36,46.39,1008.12,1008.15,20.56,20.56,5.62,5.85,4.85,4.90,0.259,0.357,-0.747,-0.651,8.845,9.108,0.63,1.07,0.88,1.31,-1.76,-1.42,0,0,0
RUN3,191943,183.34,3951,4011,BRIGHT,22.83,22.84,46.39,46.48,1008.14,1008.16,20.50,20.50,5.63,5.84,4.85,4.90,0.244,0.373,-0.761,-0.654,8.888,9.099,0.68,1.15,0.85,1.31,-1.79,-1.50,0,0,0
RUN3,193975,185.38,3967,4000,BRIGHT,22.83,22.84,46.48,46.50,1008.11,1008.14,20.50,20.50,5.62,5.85,4.84,4.89,0.261,0.366,-0.754,-0.670,8.926,9.106,0.76,1.07,0.81,1.22,-1.76,-1.44,0,0,0
RUN3,196005,187.41,3935,3999,BRIGHT,22.83,22.84,46.50,46.57,1008.13,1008.17,20.50,20.50,5.62,5.84,4.85,4.88,0.237,0.378,-0.766,-0.646,8.907,9.087,0.63,0.98,0.88,1.22,-1.70,-1.47,0,0,0
RUN3,198010,189.41,3947,4007,BRIGHT,22.83,22.83,46.57,46.59,1008.13,1008.15,20.50,20.56,5.61,5.84,4.84,4.88,0.254,0.369,-0.783,-0.644,8.881,9.075,0.67,1.05,0.87,1.37,-1.89,-1.44,0,0,0
RUN3,200041,191.44,3974,3997,BRIGHT,22.82,22.83,46.60,46.63,1008.14,1008.16,20.50,20.50,5.61,5.84,4.84,4.88,0.263,0.409,-0.764,-0.665,8.883,9.108,0.68,1.06,0.85,1.14,-1.81,-1.43,0,0,0
RUN3,202072,193.47,3951,4000,BRIGHT,22.82,22.83,46.63,46.65,1008.14,1008.17,20.50,20.50,5.61,5.84,4.84,4.88,0.275,0.369,-0.776,-0.665,8.840,9.025,0.73,1.02,0.85,1.24,-1.82,-1.48,0,0,0
RUN3,204079,195.48,3952,3995,BRIGHT,22.82,22.82,46.64,46.69,1008.16,1008.17,20.50,20.50,5.61,5.84,4.85,4.87,0.242,0.378,-0.778,-0.656,8.864,9.094,0.69,1.06,0.76,1.15,-1.71,-1.37,0,0,0
RUN3,206111,197.51,3969,3997,BRIGHT,22.81,22.82,46.69,46.79,1008.12,1008.16,20.50,20.50,5.62,5.84,4.85,4.88,0.247,0.369,-0.768,-0.680,8.869,9.101,0.66,1.04,0.87,1.24,-1.68,-1.41,0,0,0
RUN3,208143,199.54,3943,4005,BRIGHT,22.81,22.81,46.73,46.80,1008.14,1008.16,20.50,20.50,5.61,5.84,4.84,4.88,0.223,0.354,-0.766,-0.661,8.874,9.037,0.61,1.03,0.91,1.21,-1.76,-1.44,0,0,0
RUN3,210149,201.55,3984,3998,BRIGHT,22.81,22.81,46.66,46.79,1008.13,1008.16,20.44,20.50,5.61,5.83,4.85,4.88,0.242,0.393,-0.742,-0.661,8.871,9.063,0.71,1.02,0.89,1.17,-1.87,-1.35,0,0,0
RUN3,212179,203.58,3953,3995,BRIGHT,22.80,22.80,46.81,46.84,1008.13,1008.15,20.50,20.50,5.61,5.84,4.85,4.88,0.244,0.352,-0.776,-0.663,8.847,9.029,0.73,0.99,0.78,1.29,-1.76,-1.47,0,0,0
RUN3,214211,205.61,3971,3991,BRIGHT,22.80,22.80,46.81,46.83,1008.13,1008.17,20.50,20.50,5.61,5.84,4.84,4.88,0.249,0.371,-0.773,-0.615,8.919,9.072,0.77,1.08,0.79,1.18,-1.77,-1.48,0,0,0
RUN3,216215,207.62,3981,4000,BRIGHT,22.79,22.79,46.84,46.86,1008.14,1008.15,20.50,20.50,5.61,5.83,4.84,4.87,0.239,0.345,-0.778,-0.665,8.871,9.070,0.66,1.02,0.87,1.23,-1.85,-1.40,0,0,0
RUN3,218246,209.65,3947,3997,BRIGHT,22.78,22.79,46.84,46.87,1008.13,1008.16,20.44,20.50,5.61,5.83,4.82,4.89,0.249,0.383,-0.972,-0.649,8.843,9.056,0.45,1.22,0.86,1.27,-2.18,-1.28,0,0,0
RUN3,220251,211.65,3961,4012,BRIGHT,22.78,22.79,46.86,46.94,1008.10,1008.14,20.50,20.50,5.61,5.84,4.81,4.84,0.259,0.383,-0.749,-0.627,8.879,9.063,0.65,1.19,0.87,1.22,-1.68,-1.40,0,0,0
RUN3,222282,213.68,3978,4006,BRIGHT,22.77,22.78,46.87,46.91,1008.15,1008.16,20.50,20.50,5.61,5.83,4.80,4.85,0.211,0.378,-0.764,-0.651,8.867,9.034,0.69,1.08,0.89,1.25,-1.82,-1.44,0,0,0
RUN3,224314,215.71,3950,4010,BRIGHT,22.77,22.77,46.91,46.92,1008.14,1008.17,20.44,20.50,5.61,5.84,4.79,4.85,0.273,0.357,-0.761,-0.663,8.888,9.060,0.66,1.22,0.87,1.19,-1.87,-1.45,0,0,0
RUN3,226321,217.72,3957,4010,BRIGHT,22.77,22.77,46.91,46.93,1008.13,1008.16,20.44,20.50,5.61,5.83,4.80,4.85,0.239,0.385,-0.749,-0.644,8.826,9.070,0.67,1.11,0.82,1.20,-1.84,-1.49,0,0,0
RUN3,228353,219.75,3985,4010,BRIGHT,22.76,22.76,46.92,46.92,1008.14,1008.18,20.44,20.44,5.61,5.83,4.80,4.85,0.232,0.383,-0.778,-0.661,8.879,9.087,0.66,1.05,0.87,1.17,-1.73,-1.32,0,0,0
RUN3,230356,221.76,3974,4007,BRIGHT,22.76,22.76,46.93,47.00,1008.14,1008.17,20.44,20.50,5.61,5.83,4.82,4.84,0.220,0.357,-0.766,-0.675,8.914,9.118,0.65,1.05,0.82,1.18,-1.89,-1.47,0,0,0
RUN3,232387,223.79,3978,4009,BRIGHT,22.75,22.76,46.97,47.00,1008.16,1008.17,20.44,20.50,5.60,5.84,4.81,4.85,0.270,0.378,-0.732,-0.634,8.847,9.063,0.70,0.98,0.82,1.24,-1.82,-1.38,0,0,0
RUN3,234419,225.82,3824,4006,BRIGHT,22.75,22.75,46.99,47.24,1008.14,1008.16,20.44,20.44,5.60,5.83,4.80,4.86,0.256,0.402,-0.752,-0.646,8.895,9.077,0.66,1.03,0.91,1.30,-1.76,-1.47,0,0,0
RUN3,236451,227.85,2351,3717,DARK,22.75,22.75,47.01,47.07,1008.14,1008.17,20.44,20.50,5.61,5.83,3.86,4.80,0.249,0.364,-0.747,-0.651,8.835,9.020,0.65,0.98,0.86,1.18,-1.68,-1.38,0,0,0
RUN3,238456,229.86,1919,2289,DARK,22.74,22.75,47.09,47.13,1008.16,1008.17,20.50,20.50,5.60,5.82,3.02,3.67,0.247,0.373,-0.780,-0.646,8.850,9.080,0.72,1.09,0.81,1.24,-1.85,-1.42,0,0,0
RUN3,240487,231.89,1817,1994,DARK,22.74,22.74,47.13,47.15,1008.14,1008.15,20.44,20.44,5.55,5.82,2.39,3.19,0.259,0.388,-0.776,-0.689,8.862,9.077,0.65,1.05,0.88,1.25,-1.80,-1.41,0,0,0
RUN3,242492,233.89,2077,3949,BRIGHT,22.74,22.74,47.15,47.25,1008.15,1008.18,20.44,20.44,5.59,5.82,3.71,4.90,0.247,0.354,-0.761,-0.673,8.881,9.044,0.69,1.08,0.72,1.19,-1.73,-1.40,0,0,0
RUN3,244524,235.93,3760,3814,BRIGHT,22.73,22.74,47.06,47.19,1008.15,1008.16,20.44,20.44,5.59,5.83,4.80,4.85,0.232,0.364,-0.766,-0.654,8.867,9.041,0.76,1.13,0.95,1.21,-1.76,-1.44,0,0,0
RUN3,246556,237.96,3758,3813,BRIGHT,22.73,22.73,47.09,47.16,1008.16,1008.17,20.44,20.44,5.60,5.83,4.80,4.85,0.239,0.364,-0.756,-0.668,8.823,9.048,0.78,1.07,0.88,1.30,-1.84,-1.42,0,0,0
RUN3,248563,239.96,3777,3808,BRIGHT,22.73,22.73,47.14,47.15,1008.15,1008.17,20.44,20.44,5.59,5.83,4.82,4.86,0.232,0.390,-0.742,-0.654,8.864,9.113,0.72,1.07,0.90,1.20,-1.81,-1.44,0,0,0
RUN3,250566,241.97,3791,3814,BRIGHT,22.73,22.73,47.15,47.19,1008.15,1008.19,20.44,20.50,5.60,5.82,4.80,4.86,0.249,0.402,-0.778,-0.670,8.890,9.106,0.66,1.05,0.86,1.27,-1.79,-1.47,0,0,0
RUN3,252596,244.00,3787,3813,BRIGHT,22.72,22.73,47.19,47.23,1008.15,1008.16,20.44,20.44,5.60,5.82,4.80,4.86,0.215,0.369,-0.759,-0.654,8.883,9.046,0.73,1.09,0.85,1.17,-1.81,-1.40,0,0,0
RUN3,254627,246.03,3754,3812,BRIGHT,22.72,22.72,47.15,47.18,1008.16,1008.19,20.44,20.44,5.60,5.82,4.80,4.85,0.280,0.361,-0.761,-0.673,8.879,9.017,0.68,1.10,0.85,1.32,-1.73,-1.53,0,0,0
RUN3,256659,248.06,3786,3807,BRIGHT,22.72,22.72,47.16,47.29,1008.14,1008.18,20.44,20.44,5.60,5.83,4.80,4.84,0.273,0.352,-0.773,-0.630,8.881,9.099,0.66,1.11,0.83,1.23,-1.69,-1.48,0,0,0
RUN3,258690,250.09,3765,3815,BRIGHT,22.71,22.72,47.14,47.21,1008.16,1008.18,20.44,20.50,5.59,5.83,4.80,4.85,0.211,0.364,-0.790,-0.651,8.869,9.123,0.79,1.10,0.91,1.24,-1.75,-1.36,0,0,0
RUN3,260695,252.10,3773,3814,BRIGHT,22.70,22.71,47.08,47.15,1008.14,1008.18,20.44,20.44,5.59,5.82,4.79,4.85,0.254,0.381,-0.744,-0.637,8.835,9.029,0.63,1.14,0.89,1.24,-1.85,-1.45,0,0,0
RUN3,262726,254.13,3777,3814,BRIGHT,22.70,22.70,47.09,47.14,1008.13,1008.17,20.44,20.44,5.59,5.82,4.80,4.85,0.285,0.378,-0.766,-0.668,8.852,9.063,0.66,1.09,0.90,1.23,-1.89,-1.47,0,0,0
RUN3,264732,256.13,3781,3814,BRIGHT,22.70,22.70,47.13,47.14,1008.15,1008.16,20.44,20.44,5.59,5.82,4.81,4.84,0.244,0.376,-0.756,-0.663,8.874,9.053,0.74,0.95,0.85,1.24,-1.80,-1.36,0,0,0
RUN3,266764,258.17,3755,3808,BRIGHT,22.70,22.70,47.15,47.16,1008.15,1008.16,20.44,20.44,5.60,5.82,4.79,4.82,0.263,0.385,-0.778,-0.618,8.879,9.070,0.78,1.05,0.86,1.24,-1.81,-1.50,0,0,0
RUN3,268796,260.20,3757,3813,BRIGHT,22.69,22.70,47.10,47.21,1008.16,1008.18,20.44,20.44,5.59,5.82,4.80,4.82,0.218,0.414,-0.768,-0.680,8.804,9.070,0.72,1.06,0.85,1.16,-1.89,-1.39,0,0,0
RUN3,270804,262.20,3760,3801,BRIGHT,22.69,22.70,47.11,47.26,1008.16,1008.19,20.44,20.44,5.59,5.82,4.79,4.81,0.232,0.347,-0.797,-0.637,8.900,9.056,0.66,1.03,0.76,1.29,-1.90,-1.42,0,0,0
RUN3,272834,264.23,3749,3809,BRIGHT,22.69,22.69,47.16,47.17,1008.14,1008.17,20.44,20.44,5.59,5.82,4.79,4.82,0.239,0.371,-0.788,-0.649,8.874,9.082,0.53,1.02,0.85,1.16,-1.75,-1.37,0,0,0
RUN3,274866,266.27,3754,3806,BRIGHT,22.69,22.69,47.17,47.21,1008.14,1008.19,20.37,20.44,5.60,5.82,4.78,4.81,0.251,0.349,-0.790,-0.656,8.879,9.060,0.69,0.98,0.92,1.24,-1.76,-1.45,0,0,0
RUN3,276897,268.30,3757,3810,BRIGHT,22.69,22.69,47.23,47.25,1008.18,1008.20,20.37,20.44,5.59,5.82,4.79,4.82,0.261,0.359,-0.773,-0.680,8.864,9.048,0.70,1.00,0.90,1.28,-1.73,-1.40,0,0,0
RUN3,278928,270.33,3732,3866,BRIGHT,22.69,22.69,47.21,47.24,1008.16,1008.17,20.44,20.44,5.59,5.82,4.79,4.82,0.230,0.381,-0.773,-0.651,8.893,9.051,0.76,1.04,0.83,1.31,-1.80,-1.33,0,0,0
RUN3,280959,272.36,3893,3987,BRIGHT,22.68,22.69,47.17,47.19,1008.17,1008.18,20.44,20.44,5.59,5.82,4.67,4.79,0.230,0.371,-0.778,-0.644,8.847,9.056,0.65,1.11,0.89,1.23,-1.82,-1.46,0,0,0
RUN3,282964,274.36,3633,3823,BRIGHT,22.68,22.68,47.17,47.19,1008.16,1008.19,20.37,20.44,5.59,5.81,4.78,4.81,0.251,0.397,-0.764,-0.665,8.900,9.113,0.73,1.10,0.83,1.17,-1.82,-1.41,0,0,0
RUN3,284996,276.40,3735,3773,BRIGHT,22.68,22.69,46.97,47.16,1008.14,1008.19,20.37,20.44,5.59,5.82,4.78,4.81,0.220,0.349,-0.768,-0.654,8.828,9.063,0.71,1.15,0.84,1.17,-1.84,-1.40,0,0,0
RUN3,287028,278.43,3722,3779,BRIGHT,22.68,22.68,47.06,47.15,1008.13,1008.17,20.44,20.44,5.59,5.81,4.79,4.82,0.239,0.364,-0.759,-0.668,8.890,9.056,0.73,1.07,0.85,1.35,-1.82,-1.35,0,0,0
RUN3,289035,280.44,3728,3778,BRIGHT,22.68,22.68,47.11,47.26,1008.15,1008.18,20.37,20.44,5.59,5.81,4.79,4.82,0.239,0.376,-0.800,-0.656,8.845,9.101,0.59,0.97,0.82,1.24,-1.72,-1.40,0,0,0
RUN3,291040,282.44,3743,3777,BRIGHT,22.68,22.68,47.10,47.12,1008.16,1008.18,20.37,20.37,5.58,5.81,4.79,4.81,0.247,0.378,-0.795,-0.654,8.826,9.075,0.73,1.04,0.81,1.13,-1.80,-1.49,0,0,0
RUN3,293071,284.47,3730,3782,BRIGHT,22.68,22.68,47.07,47.11,1008.15,1008.17,20.37,20.44,5.59,5.81,4.79,4.82,0.287,0.361,-0.785,-0.654,8.859,9.051,0.76,1.07,0.79,1.21,-1.79,-1.45,0,0,0
RUN3,295103,286.50,3760,3775,BRIGHT,22.67,22.68,47.10,47.13,1008.15,1008.18,20.37,20.44,5.59,5.82,4.79,4.81,0.259,0.361,-0.785,-0.677,8.883,9.082,0.62,1.05,0.89,1.23,-1.83,-1.40,0,0,0
RUN3,297135,288.54,3758,3779,BRIGHT,22.68,22.68,47.12,47.20,1008.16,1008.18,20.37,20.44,5.59,5.81,4.78,4.80,0.215,0.383,-0.759,-0.656,8.874,9.041,0.69,1.13,0.85,1.27,-1.76,-1.36,0,0,0
RUN3,299139,290.54,3632,3776,BRIGHT,22.68,22.68,47.17,47.23,1008.15,1008.17,20.37,20.37,5.58,5.81,4.77,4.80,0.261,0.366,-0.754,-0.646,8.876,9.037,0.69,1.09,0.89,1.15,-1.75,-1.36,0,0,0
RUN3,301170,292.57,2795,3519,DARK,22.67,22.67,47.11,47.16,1008.14,1008.17,20.37,20.44,5.58,5.81,4.42,4.77,0.249,0.390,-0.780,-0.646,8.874,9.113,0.73,1.11,0.81,1.13,-1.85,-1.45,0,0,0
RUN3,303201,294.60,2739,2790,DARK,22.67,22.67,47.10,47.11,1008.12,1008.18,20.37,20.37,5.58,5.81,4.42,4.45,0.218,0.369,-0.759,-0.642,8.871,9.106,0.63,1.16,0.89,1.16,-1.73,-1.46,0,0,0
RUN3,305207,296.61,2748,2777,DARK,22.66,22.67,47.11,47.17,1008.14,1008.16,20.37,20.37,5.58,5.81,4.42,4.44,0.220,0.409,-0.783,-0.658,8.840,9.046,0.71,1.07,0.85,1.24,-1.80,-1.42,0,0,0
RUN3,307239,298.64,2766,3752,BRIGHT,22.66,22.67,47.11,47.14,1008.13,1008.16,20.37,20.44,5.59,5.81,4.42,4.78,0.242,0.388,-0.752,-0.656,8.881,9.070,0.69,1.12,0.85,1.20,-1.78,-1.45,0,0,0
RUN3,309271,300.67,3734,3871,BRIGHT,22.66,22.67,47.10,47.13,1008.15,1008.18,20.37,20.37,5.58,5.80,4.73,4.78,0.247,0.412,-0.761,-0.663,8.809,9.025,0.68,1.17,0.75,1.23,-1.74,-1.50,0,0,0
RUN3,311281,302.68,3835,3865,BRIGHT,22.66,22.66,47.12,47.13,1008.15,1008.17,20.37,20.37,5.58,5.80,4.75,4.76,0.237,0.385,-0.790,-0.634,8.907,9.053,0.62,1.08,0.86,1.24,-1.71,-1.42,0,0,0
RUN3,313311,304.71,3819,3873,BRIGHT,22.66,22.66,47.13,47.14,1008.13,1008.18,20.37,20.37,5.58,5.81,4.72,4.76,0.254,0.371,-0.766,-0.675,8.898,9.077,0.69,1.02,0.86,1.20,-1.81,-1.48,0,0,0
RUN3,315324,306.73,3834,3873,BRIGHT,22.65,22.66,47.13,47.18,1008.15,1008.17,20.37,20.37,5.57,5.80,4.74,4.76,0.223,0.385,-0.761,-0.665,8.864,9.022,0.64,1.08,0.74,1.27,-1.73,-1.37,0,0,0
RUN3,317356,308.76,3811,3868,BRIGHT,22.66,22.66,47.19,47.21,1008.14,1008.16,20.37,20.37,5.58,5.80,4.72,4.75,0.239,0.373,-0.754,-0.663,8.905,9.075,0.76,1.10,0.89,1.30,-1.73,-1.34,0,0,0
RUN3,319388,310.79,3829,3868,BRIGHT,22.65,22.66,47.21,47.21,1008.15,1008.18,20.37,20.44,5.58,5.80,4.73,4.75,0.244,0.369,-0.773,-0.661,8.924,9.003,0.69,1.08,0.85,1.22,-1.75,-1.45,0,0,0
RUN3,321395,312.80,3843,3861,BRIGHT,22.64,22.65,47.18,47.20,1008.15,1008.17,20.37,20.37,5.58,5.80,4.73,4.75,0.237,0.383,-0.752,-0.646,8.905,9.041,0.70,1.03,0.92,1.21,-1.80,-1.47,0,0,0
RUN3,323398,314.80,3839,3873,BRIGHT,22.64,22.64,47.00,47.19,1008.15,1008.17,20.37,20.37,5.58,5.80,4.72,4.75,0.239,0.354,-0.788,-0.644,8.902,9.041,0.61,1.05,0.85,1.21,-1.74,-1.40,0,0,0
RUN3,325402,316.80,3835,3872,BRIGHT,22.63,22.64,47.12,47.18,1008.13,1008.17,20.37,20.37,5.57,5.80,4.72,4.74,0.275,0.369,-0.764,-0.649,8.826,9.029,0.76,1.04,0.85,1.24,-1.76,-1.41,0,0,0
RUN3,327411,318.81,3834,3859,BRIGHT,22.64,22.64,47.10,47.12,1008.14,1008.16,20.37,20.37,5.57,5.80,4.74,4.75,0.251,0.393,-0.737,-0.680,8.850,9.039,0.79,1.10,0.88,1.21,-1.79,-1.30,0,0,0
RUN3,329417,320.82,3820,3873,BRIGHT,22.63,22.64,47.05,47.12,1008.14,1008.17,20.37,20.37,5.58,5.80,4.72,4.75,0.247,0.352,-0.807,-0.661,8.845,9.082,0.66,1.15,0.87,1.38,-1.78,-1.39,0,0,0
RUN3,331447,322.85,3836,3869,BRIGHT,22.62,22.63,47.03,47.06,1008.13,1008.15,20.37,20.37,5.58,5.80,4.71,4.75,0.270,0.383,-0.756,-0.670,8.898,9.044,0.61,1.10,0.87,1.25,-1.76,-1.42,0,0,0
RUN3,333450,324.85,3844,3867,BRIGHT,22.62,22.62,47.01,47.03,1008.14,1008.17,20.37,20.37,5.57,5.80,4.73,4.77,0.192,0.622,-0.910,-0.649,8.845,9.053,0.81,1.38,0.92,1.21,-1.76,-1.41,0,0,0
RUN3,335480,326.88,3834,3874,BRIGHT,22.61,22.62,47.02,47.04,1008.14,1008.19,20.37,20.37,5.58,5.80,4.73,4.77,0.237,0.369,-0.761,-0.651,8.890,9.051,0.62,1.24,0.82,1.18,-1.83,-1.51,0,0,0
RUN3,337485,328.89,3823,3874,BRIGHT,22.61,22.62,47.03,47.06,1008.16,1008.18,20.37,20.37,5.57,5.80,4.74,4.77,0.254,0.388,-0.768,-0.656,8.893,9.041,0.75,1.19,0.94,1.23,-1.73,-1.35,0,0,0
RUN3,339517,330.92,3811,3875,BRIGHT,22.60,22.61,46.82,47.05,1008.16,1008.19,20.37,20.37,5.57,5.80,4.72,4.75,0.256,0.378,-0.771,-0.634,8.869,9.075,0.66,1.15,0.87,1.27,-1.84,-1.49,0,0,0
RUN3,341549,332.95,3831,3875,BRIGHT,22.60,22.61,47.09,47.10,1008.16,1008.19,20.37,20.37,5.57,5.80,4.74,4.75,0.254,0.347,-0.776,-0.637,8.881,9.032,0.70,0.99,0.77,1.20,-1.95,-1.49,0,0,0
RUN3,343556,334.96,3845,3863,BRIGHT,22.59,22.60,47.07,47.09,1008.16,1008.17,20.37,20.37,5.57,5.79,4.73,4.75,0.242,0.352,-0.773,-0.668,8.879,9.060,0.70,1.01,0.94,1.27,-1.78,-1.47,0,0,0
RUN3,345560,336.96,3858,3873,BRIGHT,22.59,22.60,47.04,47.05,1008.15,1008.18,20.37,20.37,5.57,5.79,4.73,4.75,0.227,0.361,-0.761,-0.668,8.862,9.037,0.66,1.09,0.89,1.21,-1.73,-1.31,0,0,0
RUN3,347564,338.96,3831,3868,BRIGHT,22.59,22.59,47.04,47.12,1008.14,1008.18,20.37,20.37,5.57,5.79,4.73,4.75,0.256,0.381,-0.764,-0.656,8.823,9.118,0.65,1.08,0.81,1.12,-1.75,-1.44,0,0,0
RUN3,349575,340.98,3846,3873,BRIGHT,22.59,22.59,46.99,47.02,1008.14,1008.18,20.37,20.37,5.56,5.79,4.71,4.74,0.270,0.378,-0.766,-0.668,8.847,9.082,0.71,1.10,0.88,1.21,-1.85,-1.53,0,0,0
